,rating,title,timestamp,preprocessed_review,sentiment,label
588994,3,"Great product, defective pump",2014-06-12 15:39:58.000,great product defective pump fine straight hair gel year gel thin not weigh hair help well hold stylebr br problem time defective pump m totally product return item unscrew pump access product,0.0,0
510291,5,14 year old Grandson love this!,2019-07-10 17:28:02.712,  year old grandson love s big man love scent,1.0,1
119540,5,Easy to use,2020-02-26 22:51:56.753,easy use use eucalyptus oil diffuser help breathe well mister quiet efficient,1.0,1
213119,5,Buena.,2019-09-09 21:51:58.357,buena bellisima,1.0,1
4427,5,Dependable Mary Kay.. at a good price,2017-10-09 14:43:24.231,dependable mary kay good price dependable product mary kay   tempt save money cheap product   yr compliment stay product,1.0,1
481756,5,Live the way it makes my hair look,2022-01-18 16:33:10.019,live way make hair look need change pace,1.0,1
470688,1,Hated it,2017-11-16 12:15:13.858,hate zero ill settle fof,-1.0,0
694134,5,Five Stars,2018-02-10 00:23:41.762,star great tie not pull hair   nice hold power tight,1.0,1
533020,5,Value,2020-11-09 21:40:25.973,value like battery life sure not charge get g easy use,1.0,1
448995,3,Bien,2019-01-26 14:35:17.252,bien bonita,0.0,0
696494,5,Me encantaron,2021-05-03 17:04:33.164,encantaron encantaron esto tattoo para uñas aún utilizado pero simple vista se ven hermosas y gracias la vendedora por la nota,1.0,1
149248,5,Perfect Brush,2020-08-12 20:13:20.738,perfect brush brush perfect hard gel application,1.0,1
3761,5,Excellent quality; useful accessories; good protection,2021-01-09 01:31:48.475,excellent quality useful accessory good protection m impressed glass bottle package manufacturer bottle doublepacke bubble pack accessory wrap not damage glass bottle shipping box beat bottle   finebr br glass good quality term thickness sturdy far glass brown tinting excellent uv protection content accessory useful item good one cap funnel cap insert provide excellent seal key maintain content freshness come spray head functional lightweight term build qualitybr br excellent set bottle package come useful extra pleased,1.0,1
483698,4,Inconvenient oackaging,2020-11-16 10:42:46.528,inconvenient oackaging package individuallyhad sit open easy convenient,0.5,1
55930,2,Too light of a color and very fake peachy smell,2020-01-19 21:04:27.116,light color fake peachy smell worth long delivery mainland nivea color well moisturizing,-0.5,0
28652,5,Love this brush!,2020-10-30 20:42:40.896,love brush great brush,1.0,1
414946,5,gift,2018-12-10 16:03:18.367,gift recieve gift right color th right scent leak thank,1.0,1
215829,5,Exactly what I love ! Exaggerated lashes that pop during photos !!!,2020-09-01 01:45:13.637,exactly love   exaggerated lash pop photo   videoidbdfccfecbceddd the super light soooooooooooo beautiful great quality,1.0,1
171325,4,Four Stars,2017-04-01 20:23:38.000,star ok,0.5,1
303493,5,Perfect!,2019-07-05 02:32:56.455,perfect ve band month not issue color exactly show arrive quickly fit wrist extra room wear watch bit loose band tend stay right place stick wrist recommend purchase color,1.0,1
98470,5,The BEST!,2007-07-16 19:21:52.000,good ve oral b   rd finally burn year ago nd leave motel room conveniently get lose hope maid enjoy call afternoon foundbr br beat like reviewer say dentist notice difference people switch thesebr br personally brush high speed beep switch low speed rebrush gum tongue stoppingbr br great tool reliable mfg beat ve mean ll regret operabruin,1.0,1
342908,5,Perfect Backups,2022-11-14 17:08:49.093,perfect backup get backup bit nail drill need kit work suppose,1.0,1
194210,5,Love it!,2015-10-24 14:14:51.000,love love stuff smell awesome,1.0,1
275263,4,Usable trimmer,2008-03-12 03:19:56.000,usable trimmer   noisybr   vacuum filter perfect small hair piece air not use indoorsbr   trim level accidentally change process unacceptable check timebr   strong battery new hold charge   sessionsbr overall quality good,0.5,1
349822,5,LOVE THIS BRAND,2019-06-30 01:11:06.978,love brand good hair product market,1.0,1
184510,1,Not the size advertized,2017-12-17 12:36:51.082,size advertize thesis   inch   oz   ml,-1.0,0
220194,5,This product stands to its name,2020-10-04 17:58:17.057,product stand awesome product cause stink,1.0,1
191527,5,Great,2019-08-05 01:10:18.316,great work need,1.0,1
243344,5,Natural ingredients,2019-02-09 14:38:10.975,natural ingredient dry skin face silky smooth look well,1.0,1
357879,4,Not a spray,2019-03-20 18:25:57.794,spray nice small portable bottle spray   buy hard find run low   great fragrance,0.5,1
325850,5,Love these gorgeous press-on nails!,2020-12-29 02:47:05.325,love gorgeous presson nail order presson nail new year new look makeover love thick sturdy lot size option box     nail stay place stickon tab need glue pinky nail m getting length texting mother m live look color gorgeous,1.0,1
361852,5,Five Stars,2017-04-15 20:02:37.000,star good,1.0,1
613929,5,exactly as advertised,2014-02-04 03:49:39.000,exactly advertise buy little scissor rescue maltese s afraid scissor freak see normal size pairbr br little pair perfect solution   sharp job immediately   adult child   happy especially pay quarter price exact scissor local store,1.0,1
382125,1,See above.,2021-05-29 13:21:10.857,cute   adjustable large head   tight adjustable small,-1.0,0
368160,4,Velcro keeps it secure in the back.,2019-01-24 06:58:39.316,velcro keep secure comfortable wig holder breathable fabric   cotton wear day sweating slip secure tightly velcro feel like wear sweat band s wig band elastic size fit head size     wide band help minor sweating say previously sweating fabric attach head band hair actual wig help prevent lose extra hair wear wig head band important believe wear head,0.5,1
54178,5,Great to keep in the car to quickly sanitize and ...,2016-04-20 16:28:37.000,great car quickly sanitize   set   antibacterial travel hand sanitizer come    pack aloe size mini credit card spray convenient great car quickly sanitize clean hand need   come small drawstre bag store usually carry large purse not bring go eat shop   small bottle perfect slip   pant pocket carry fear leave itdi receive product discount price exchange honest review,1.0,1
670876,5,Love Them,2021-08-05 21:53:26.823,love good nail price   sturdy polish place order short clear coffin think short medium love,1.0,1
147267,5,Five Stars,2016-06-03 22:46:53.000,star great pricy   worth,1.0,1
105069,5,"Gentle.  Smells wonderful, not too strong.",2017-02-24 05:29:44.000,gentle   smell wonderful strong use gently remove makeup dry face   need makeup remover tough stuff want need    smell wonderful strong,1.0,1
16505,3,Hair turn up!😊,2022-05-16 19:06:48.295,hair turn love color style tooth break     uses sturdy great bargainye probably purchase,0.0,0
238386,2,Two Stars,2017-05-31 21:19:31.000,star meh,-0.5,0
460085,4,I like it.,2015-07-26 03:07:22.000,like love previous review say keep slip end glass   finally apply   dot hot glue,0.5,1
292874,3,Does not work as described!!!,2021-12-29 19:17:06.673,work describe curly beard find blow dryer brush actually work well beard brush beard brush smooth beard straight work well blow dryer bristle brush smooth beard disappointed actually use smooth hair instead want beard not recommend long hair smooth hair pull hair ponytail not wear man bun wear ponytail,0.0,0
652881,5,Smells great!,2020-02-01 22:02:02.778,smell great smell clean sophisticated long last,1.0,1
243716,5,Smells great,2020-06-30 01:26:57.285,smell great love oil   make hair soft smell wonderful   use time wash hair   highly recommend,1.0,1
51930,3,It’s ok but wouldn’t buy it again,2022-01-29 01:50:47.922,ok not buy like ve buy type store place boil water tight get loose wear unfortunately loosen throw,0.0,0
512476,2,This is a jar of cream not a toner/essence,2022-04-25 19:30:12.354,jar cream toneressence time order essence think maybe get wrong product mistake order like add soothe cicasnail essence skincare routine day peel skin get little irritated retinol second order arrive jar cream not review product order advertise sale review jar snail cream recieve definitely needbr br cicasnail cream actually nice couple brand cica cream snail cream past like soothingcoolingmoisturizing effect type product deliver one ve past slimy feeling leave sticky feeling residue skin need use face cream kind snail cream rid slimysticky feel product ve try leave skin cica snail cream neogen lab not leave trace sticky feeling skin like good   jar plenty moisturizer cream like cream definitley not need face cream go to maybe mom somethingbr br love cream not order not product list sale m go to   star guess order cream actually attempt review face moisturizercream definitley   star kinda bogus spend time read review specific type product want buy specific kind skin care item finally spend   dollar sell toneressence product recieve jar face cream not need lovely cream not order cream order toner toneressence needbr br guess look decent soothe cicasnail toner not access order twice seller bummer,-0.5,0
672893,5,Great Product!,2023-05-26 10:12:12.086,great product hair gel unlike ve need small dollop properly shape hair s greasy feel hair,1.0,1
523455,4,nice,2020-02-29 17:11:33.873,nice cute,0.5,1
91397,5,Easy to carry in wallet or purse for use,2021-06-02 23:15:32.543,easy carry wallet purse use ve order box clean easy phone wallet purse,1.0,1
244464,2,But a different brand.,2022-04-05 02:54:13.995,different brand thread shed color bleed disappointment,-0.5,0
517678,2,Powder is too light,2021-08-22 18:07:57.858,powder light s alot shape pick unfortunately powder light mean utensil color shade want,-0.5,0
597851,5,"Pleasant aroma, not overpowering.",2019-03-18 03:01:21.215,pleasant aroma overpower great product,1.0,1
586714,5,Will order again.,2021-03-12 22:49:19.174,order nice order,1.0,1
503941,5,Smooth as silk,2021-06-14 01:26:04.720,smooth silk stuff make face feel nice definitely help makeup smoother not know decrease pore size not issue make difference,1.0,1
414029,4,Great Product!,2017-03-02 18:07:35.000,great product buy son christmas   love,0.5,1
580980,5,Great product,2019-01-30 21:05:48.337,great product hair extra large option perfect,1.0,1
222484,2,Two Stars,2018-02-21 02:27:23.620,star powder hole big release powder,-0.5,0
34222,5,Love these eyelashes,2020-05-26 22:44:23.539,love eyelash long beautiful   need measure cut wear buy,1.0,1
276368,3,Softy,2018-01-30 00:29:02.570,softy soft good scrub,0.0,0
578628,5,Five Stars,2016-06-21 14:46:39.000,star nice product,1.0,1
416468,3,Three Stars,2017-07-08 03:02:42.153,star good,0.0,0
666846,5,Elegant bottles,2015-03-04 12:42:01.000,elegant bottle awesome buy recommend,1.0,1
454767,2,Two Stars,2015-08-18 13:42:33.000,star product use,-0.5,0
242913,1,Misrepresented junk,2010-04-19 17:02:04.000,misrepresent junk denture clean small denture complain say large tooth   actually dentist say small tooth work onbr know d pay   return shipping try dirty necklace work change necklacebr scam item ve mind buy amazon not ship,-1.0,0
318486,3,"for $4.24, you get what you paid for",2022-03-02 21:36:21.881,  pay nail ok   return s discrepancy description product picture actually s probably expect product    description say glossy false definitely matte white nail slightly   unequal number nail will not able set twice lay nail size rest french tip style thumbnail replacement   m shock   issue flame pattern look like plant draw ocean theme art project like flamebr br keep look nail post close picture purpose use feel feminine not wear m concerned long night decent price not recommend look long last super detailed nail,0.0,0
372674,5,Amazing,2022-09-09 17:55:07.570,amazing amazing product company perfect round brush frizz fast dry amazing volume bristle quality great hair not tangle edge brush big plus perfect long hair,1.0,1
